corynebacterium_diphtheriae,corynebacterium_striatum,corynebacterium_ulcerans
acinetobacter_baumannii,enterococcus_faecium,legionella_pneumophila,listeria_monocytogenes,staphylococcus_aureus,staphylococcus_epidermidis,staphylococcus_haemolyticus,staphylococcus_pseudintermedius,staphylococcus_pyogenes,streptococcus_agalactiae,streptococcus_anginosus,streptococcus_mitis,streptococcus_pneumoniae,streptococcus_salivarius,streptococcus_suis
mycobacterium_tuberculosis,mycobacterium_ulcerans,pseudomonas_aeruginosa,stenotrophomonas_maltophilia
escherichia_coli,klebsiella_michiganensis,klebsiella_pneumoniae,salmonella_enterica_typhimurium,serratia_liquefaciens,vibrio_parahaemolyticus,yersinia_enterocolitica
neisseria_gonorrhoeae,neisseria_lactamica
